Samples,BDO,VEL,SUB,BAL,TIS
SPI_05ta,0,0,0,0,0
SPI_06ta,0,0,0,0,0
SPI_07ta,0,0,0,0,0
SPI_08ta,0,0,0,0,0
SPI_09ta,0,0,0,0,0
SPI_10ta,0,0,0,0,0
SPI_11ta,0,0,0,0,0
SPI_12ta,0,0,0,0,0
SPI_13ta,0,0,0,0,0
SRL_01ta,0,0,0,0,0
SSP_01da,0,0,0,0,0
STE_01ta,0,0,0,0,0
STE_02ta,0,0,0,0,0
STE_03ta,0,0,0,0,0
STE_04ta,0,0,0,0,0
STE_05ta,0,0,0,0,0
STE_06ta,0,0,0,0,0
STE_07ta,0,0,0,0,0
STE_08ta,0,0,0,0,0
STG_01ta,0,0,0,0,0
STG_02ta,0,0,0,0,0
STG_03ta,0,0,0,0,0
STG_04ta,0,0,0,0,0
STG_05ta,0,0,0,0,0
STG_06ta,0,0,0,0,0
STG_07ta,0,0,0,0,0
STG_08ta,0,0,0,0,0
SUB_02da,0,0,1,0,0
SUB_03da,0,0,1,0,0
SUB_04da,0,0,1,0,0
SUB_05da,0,0,1,0,0
SUB_06da,0,0,1,0,0
SUB_07da,0,0,1,0,0
SUB_08da,0,0,1,0,0
SUB_10da,0,0,1,0,0
SUB_11da,0,0,0,0,0
SUB_12da,0,0,0,0,0
SUB_13da,0,0,0,0,0
SUB_14da,0,0,0,0,0
SUB_15da,0,0,0,0,0
SUB_16da,0,0,0,0,0
SUB_17da,0,0,0,0,0
SUB_18da,0,0,0,0,0
SWA_01ta,0,0,0,0,0
SWA_02ta,0,0,0,0,0
SWA_03ta,0,0,0,0,0
SWA_04ta,0,0,0,0,0
SWA_05ta,0,0,0,0,0
SWA_06ta,0,0,0,0,0
SWA_07ta,0,0,0,0,0
SWA_08ta,0,0,0,0,0
SWA_09ta,0,0,0,0,0
SWA_10ta,0,0,0,0,0
SWD_01da,0,0,0,0,0
SWD_02da,0,0,0,0,0
SWD_03da,0,0,0,0,0
SWD_04da,0,0,0,0,0
SWD_05da,0,0,0,0,0
SWJ_01ta,0,0,0,0,0
SWJ_02ta,0,0,0,0,0
SWJ_03ta,0,0,0,0,0
SZI_01da,0,0,0,0,0
SZI_02da,0,0,0,0,0
SZI_03da,0,0,0,0,0
SZI_04da,0,0,0,0,0
SZI_05da,0,0,0,0,0
TBG_01ta,0,0,0,0,0
TBG_02ta,0,0,0,0,0
TBG_03ta,0,0,0,0,0
TBG_04ta,0,0,0,0,0
TBG_05ta,0,0,0,0,0
TBG_06ta,0,0,0,0,0
TIS_01ta,0,0,0,0,1
TIS_02ta,0,0,0,0,1
TIS_03ta,0,0,0,0,1
TIS_04ta,0,0,0,0,1
TIS_05ta,0,0,0,0,1
TIS_06ta,0,0,0,0,1
TIS_07ta,0,0,0,0,1
TIS_08ta,0,0,0,0,1
TKO_01ta,0,0,0,0,0
TKO_02ta,0,0,0,0,0
TKO_03ta,0,0,0,0,0
TKO_04ta,0,0,0,0,0
TKO_05ta,0,0,0,0,0
TKO_06ta,0,0,0,0,0
TKO_07ta,0,0,0,0,0
TKO_08ta,0,0,0,0,0
TRA_01ta,0,0,0,0,0
TRD_02da,0,0,0,0,0
TRD_03da,0,0,0,0,0
TRD_04da,0,0,0,0,0
TRD_05da,0,0,0,0,0
TRD_06da,0,0,0,0,0
TRE_01ta,0,0,0,0,0
TRE_02ta,0,0,0,0,0
TRE_03ta,0,0,0,0,0
TRE_04ta,0,0,0,0,0
TRE_05ta,0,0,0,0,0
TRE_06ta,0,0,0,0,0
TRE_07ta,0,0,0,0,0
TRE_08ta,0,0,0,0,0
TRT_01ta,0,0,0,0,0
TRT_02ta,0,0,0,0,0
TRT_03ta,0,0,0,0,0
TRT_04ta,0,0,0,0,0
TRT_05ta,0,0,0,0,0
TRT_06ta,0,0,0,0,0
TRT_07ta,0,0,0,0,0
TRT_08ta,0,0,0,0,0
TRT_09ta,0,0,0,0,0
TZI_01ta,0,0,0,0,0
TZI_02ta,0,0,0,0,0
TZI_03ta,0,0,0,0,0
TZI_04ta,0,0,0,0,0
TZI_05ta,0,0,0,0,0
TZI_06ta,0,0,0,0,0
TZI_07ta,0,0,0,0,0
TZI_08ta,0,0,0,0,0
TZI_09ta,0,0,0,0,0
TZI_10ta,0,0,0,0,0
UBA_01ta,0,0,0,0,0
UFA_01ta,0,0,0,0,0
UFR_01ta,0,0,0,0,0
VEL_01da,0,1,0,0,0
VEL_02da,0,1,0,0,0
VEL_03da,0,1,0,0,0
VEL_04da,0,1,0,0,0
VEL_05da,0,1,0,0,0
VEL_06da,0,1,0,0,0
VEL_07da,0,1,0,0,0
VEL_08da,0,1,0,0,0
VEL_09da,0,1,0,0,0
VID_01da,0,0,0,0,0
VID_02da,0,0,0,0,0
VID_03da,0,0,0,0,0
VID_04da,0,0,0,0,0
VID_05da,0,0,0,0,0
VID_06da,0,0,0,0,0
VID_07da,0,0,0,0,0
VID_08da,0,0,0,0,0
VLA_01ta,0,0,0,0,0
VLA_02ta,0,0,0,0,0
VLA_03ta,0,0,0,0,0
VLA_04ta,0,0,0,0,0
VLA_05ta,0,0,0,0,0
VLA_06ta,0,0,0,0,0
VLA_07ta,0,0,0,0,0
VLA_08ta,0,0,0,0,0
VOR_01ta,0,0,0,0,0
VOR_02ta,0,0,0,0,0
VOR_03ta,0,0,0,0,0
VOR_04ta,0,0,0,0,0
VOR_05ta,0,0,0,0,0
VOR_06ta,0,0,0,0,0
VOR_07ta,0,0,0,0,0
VOR_08ta,0,0,0,0,0
VSD_01da,0,0,0,0,0
VTA_01ta,0,0,0,0,0
VYR_01ta,0,0,0,0,0
VYR_02ta,0,0,0,0,0
VYR_03ta,0,0,0,0,0
VYR_04ta,0,0,0,0,0
VYR_05ta,0,0,0,0,0
VYR_06ta,0,0,0,0,0
VYR_07ta,0,0,0,0,0
VYR_08ta,0,0,0,0,0
WEK_01ta,0,0,0,0,0
WEK_02ta,0,0,0,0,0
WEK_03ta,0,0,0,0,0
WEK_04ta,0,0,0,0,0
WEK_05ta,0,0,0,0,0
WEK_06ta,0,0,0,0,0
WEK_07ta,0,0,0,0,0
WEK_08ta,0,0,0,0,0
WIL_01ta,0,0,0,0,0
WIL_02ta,0,0,0,0,0
WIL_03ta,0,0,0,0,0
WIL_04ta,0,0,0,0,0
WIL_05ta,0,0,0,0,0
WIL_06ta,0,0,0,0,0
WIL_07ta,0,0,0,0,0
WIL_08ta,0,0,0,0,0
WMH_01ta,0,0,0,0,0
WUL_01ta,0,0,0,0,0
WUL_02ta,0,0,0,0,0
WUL_03ta,0,0,0,0,0
WUL_04ta,0,0,0,0,0
WUL_05ta,0,0,0,0,0
WUL_06ta,0,0,0,0,0
WUL_07ta,0,0,0,0,0
WUL_08ta,0,0,0,0,0
ZAP_01ta,0,0,0,0,0
ZAP_02ta,0,0,0,0,0
ZAP_03ta,0,0,0,0,0
ZAP_04ta,0,0,0,0,0
ZAP_05ta,0,0,0,0,0
ZAP_06ta,0,0,0,0,0
ZAP_07ta,0,0,0,0,0
ZAP_08ta,0,0,0,0,0
ZEP_01da,0,0,0,0,0
ZEP_02da,0,0,0,0,0
ZEP_03da,0,0,0,0,0
ZEP_04da,0,0,0,0,0
ZEP_05da,0,0,0,0,0
ZEP_06da,0,0,0,0,0
ZEP_07da,0,0,0,0,0
ZEP_08da,0,0,0,0,0
ZEP_09da,0,0,0,0,0
ZEP_10da,0,0,0,0,0
ZEP_11da,0,0,0,0,0
ZEP_12da,0,0,0,0,0
ZEP_13da,0,0,0,0,0
ZID_1da,0,0,0,0,0
ZID_2da,0,0,0,0,0
ZID_3da,0,0,0,0,0
ZID_4da,0,0,0,0,0
ZID_5da,0,0,0,0,0
ZID_6da,0,0,0,0,0
ZID_7da,0,0,0,0,0
ZID_8da,0,0,0,0,0
ZIT_1ta,0,0,0,0,0
ZIT_2ta,0,0,0,0,0
ZIT_3ta,0,0,0,0,0
ZIT_4ta,0,0,0,0,0
ZIT_5ta,0,0,0,0,0
ZIT_6ta,0,0,0,0,0
ZIT_7ta,0,0,0,0,0
ZIT_8ta,0,0,0,0,0
